No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude
-0.3486640464100489,1.244425791336459,-0.7740238409281638,-0.9991666281405203,-0.010226170145690988,-0.6087831265880321,-0.01963042053296568
-0.8955724766354869,0.949493995846305,-0.09818049137053489,-0.5429325077262145,-0.010226170145690988,0.9488935931531115,0.4727583845229052
-1.5434486170563904,0.949493995846305,-0.6029242587616754,-0.5680350065367163,0.7124231868164752,0.26123382479124446,0.8109471367505647
-1.602346448003745,1.244425791336459,-0.3719398228369162,1.6218760127500094,-0.37155084862677407,1.9197673105585926,-1.1778830900801804
0.09727667361992363,0.3560770097405053,1.7325850378108905,0.20281955510175811,-1.4555248840700235,-0.12079937985423726,-0.9097852709564797
0.021550890973324525,-0.23733997636529436,1.7924698915691615,0.3861255072911624,-0.7328755271078572,0.23576494448142502,-0.6767329183860034
-0.626325249447579,0.3560770097405053,1.0310767509282885,0.06583115262749747,1.0737478652975583,0.835811764577991,-0.7450715781618029
-0.9292283800339753,-0.8272035673456022,1.9977893901689474,-0.8439139954783544,-0.010226170145690988,-0.653608355933213,-0.09147362696508374
0.879776427634781,0.3560770097405053,1.0909616046865593,1.8688706357064777,-1.8168495625511065,-2.433373711974838,-1.969910634156658
-1.2910293415677265,-0.23733997636529436,1.1765113957698035,3.089542135753102,-1.4555248840700235,-1.904639756745622,2.109381672503207
-1.5350346412067681,-0.8272035673456022,-0.24361513621204992,2.104780518196103,-1.4555248840700235,-2.1063532887983927,1.33838140835717
-0.3318360947108046,-0.8272035673456022,-0.3291649272952941,1.799226914986181,-1.4555248840700235,0.4303471900473886,2.300379465212802
1.6202063024015279,0.949493995846305,-0.3804948019452406,1.6218760127500094,-0.37155084862677407,1.9197673105585926,-1.1778830900801804
1.4098569061609747,-0.5322717718554483,1.3989408525862381,-0.8686245845489512,0.7124231868164752,-0.6556458663579117,0.2064128387273637
-0.9544703075828417,0.3560770097405053,-0.7226939662782172,2.208326285880683,-1.8168495625511065,1.3217580008870873,-2.3098516597099867
-0.5169435634024914,1.244425791336459,-0.3377199064036185,-0.041222516306314815,-0.010226170145690988,-0.7707652053577309,-0.5978806186437384
-0.9208144041843532,-0.8272035673456022,-0.8167987364697858,-0.9991666281405203,-0.010226170145690988,-0.6087831265880321,-0.01963042053296568
-1.3583411483647037,-1.4206205534514018,1.4417157481278602,0.009604097141895028,0.35109850833539213,1.5041151839044966,0.39040153812432177
0.2823841423116103,-0.23733997636529436,-0.40615973927021376,0.5537422122777542,-1.8168495625511065,0.40385955452558175,-2.733901804990058
0.013136915123702401,0.3560770097405053,0.3980082969122814,-0.3198216308307262,1.7963972222597244,1.091519322887087,-0.5540737854522079
0.8881904034844031,1.539357586826613,-0.09818049137053489,2.80542117371351,-1.0942002055889404,-1.9127897984447786,1.920136153121771
1.6706901574992605,-1.7155523489415558,1.1422914793365058,-0.8579013406371502,1.4350725437786414,1.1017068750109422,-0.196610026622267
-1.518206689507524,-0.5322717718554483,1.8865746617607302,-0.06974068776479714,-0.37155084862677407,0.08295166262323234,-0.3385441661583439
