No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude
1.271891370884383,0.11389579078967833,-1.4709181313666952,-0.7055845366271316,0.6518958003742135,-0.22107357990117682,0.491884484330565
1.2053285375853497,-0.4799199757586108,-0.41348877594531985,-0.47527775883134865,0.30873025154334327,-0.26583985265273175,0.266354106983517
1.3966966833200705,-0.18478998400063248,-1.5670480727686384,-0.6435595924206742,-1.0639319437801376,0.505578954583489,-0.16804815392765912
1.6130258915419289,-0.7750499675165892,-0.45718420385529407,-0.7236727386680266,-1.0639319437801376,0.41844460226369085,-0.21610150137432696
1.363415266670554,-1.6639957258228566,0.1982472147943189,0.8302295632565301,-0.3776008461183971,-0.4201236141001463,-1.3354241412153753
-1.1077299195560577,1.5931015326119025,1.2731547413796842,-0.5274758667613212,1.338226898035954,0.5911145114482194,0.379119295657041
0.4731373712959834,-0.7750499675165892,-0.1775334652314591,-0.631752705855124,0.30873025154334327,1.0835435117153236,0.6578287108438905
-0.5419458365142746,0.40902578254765665,-0.15131620848547467,-0.631752705855124,0.30873025154334327,1.0835435117153236,0.6578287108438905
-0.9330024821460953,-0.7750499675165892,1.220720227887715,0.02914128617644221,-1.4070974926110078,-1.5408792283440875,-0.15715606184008765
-1.124370627880816,1.5931015326119025,-0.9902684243569791,-0.7851138626252864,1.681392446866824,0.4680072613813013,0.633481681470815
-0.7249936280866162,1.297971540853924,0.6439405794760558,0.3664446574512421,-0.3776008461183971,-0.18030429578828544,-1.033008407955844
-0.6168290239756871,1.297971540853924,-1.217484649488845,0.8011164387383823,-0.3776008461183971,-0.43850976183726026,-1.305310710149683
1.0888435793120415,-1.0737357423069,-1.1213547080869017,0.585079194568868,-0.7207663949492673,1.246620648167173,-1.0080206672832854
-1.2491759403165035,-1.0737357423069,1.2032420567237254,0.04017129836077872,-1.4070974926110078,-1.502508137414224,-0.20008371889180085
-0.6584307947875829,-0.18478998400063248,1.8062389618813695,-0.23431992067863483,-0.034435297287526916,0.7917633411025407,0.0997691691707084
1.421657745807208,1.0028415490959457,-0.28240249221539726,0.46937318686853685,-0.7207663949492673,-0.3201988981369656,-1.0714510859120856
-1.2408555861541244,1.0028415490959457,1.3692846827816274,-0.5685750201110069,1.338226898035954,0.32491506812191745,0.47266314535153364
0.7144276420049791,-1.0737357423069,-1.269919162980814,-0.8113195382419965,0.9950613492050837,-0.8821755007144301,0.24969561320241826
1.3301338500210371,-0.7750499675165892,-0.055186267083531325,0.8890727464847761,-0.034435297287526916,-0.5320392959790337,-1.345034810704891
-1.0078856696075078,-0.18478998400063248,-0.24744614988741787,-0.5592971010318101,0.9950613492050837,-0.08997235255749965,0.7321512215602622
-0.7416343364113746,-0.4799199757586108,1.1333293720677666,4.077736447136084,-1.0639319437801376,-1.9765509899439304,-3.4843698389998785
